Postgres8,,,,,,,,,,
order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FMR320102203,19-03-2025,789102,25891203,434,2025-07-05,2025-07-05,434,1,0,0
FMR320903203,19-03-2025,789903,25891203,440,2025-07-05,2025-07-05,440,1,0,0
FMR320702601,19-03-2025,789702,25891203,162,2025-07-05,2025-07-05,146,0,1,0
FMR320621603,19-03-2025,789621,25891203,174,2025-07-05,2025-07-05,174,1,1,1
FMR322520602,19-03-2025,789520,25891203,235,2025-07-05,2025-07-05,235,1,0,0
FMR320102601,19-03-2025,789102,25891302,37,2025-07-05,2025-07-05,37,1,1,1
FMR321702502,19-03-2025,789702,25891302,92,2025-07-05,2025-07-05,92,1,1,1
FMR321603302,19-03-2025,789603,25891302,34,2025-07-05,2025-07-05,31,0,0,0
FMR322721602,19-03-2025,789721,25891302,25,2025-07-05,2025-07-05,25,1,1,1
FMR320621603,19-03-2025,789621,25891302,89,2025-07-05,2025-07-05,89,1,1,1
FMR320421302,19-03-2025,789421,25891302,74,2025-07-05,2025-07-05,67,0,0,0
FMR320201602,19-03-2025,789201,25891302,41,2025-07-05,2025-07-05,41,1,1,1
FMR320122302,19-03-2025,789122,25891302,25,2025-07-05,2025-07-05,24,0,1,0
FMR321122302,19-03-2025,789122,25891302,90,2025-07-05,2025-07-05,86,0,0,0
FMR322902302,19-03-2025,789902,25891302,81,2025-07-05,2025-07-05,65,0,1,0
FMR322521302,19-03-2025,789521,25891302,62,2025-07-05,2025-07-05,62,1,0,0
FMR322703601,19-03-2025,789703,25891302,62,2025-07-05,2025-07-05,56,0,1,0
FMR321121303,19-03-2025,789121,25891302,76,2025-07-05,2025-07-05,76,1,1,1
FMR320402602,19-03-2025,789402,25891302,75,2025-07-05,2025-07-05,75,1,1,1
FMR320422302,19-03-2025,789422,25891302,42,2025-07-05,2025-07-05,42,1,0,0
FMR322721602,19-03-2025,789721,25891301,24,2025-07-05,2025-07-05,22,0,1,0
FMR320703301,19-03-2025,789703,25891301,53,2025-07-05,2025-07-05,48,0,1,0
FMR321101402,19-03-2025,789101,25891301,57,2025-07-05,2025-07-05,57,1,1,1
FMR321421301,19-03-2025,789421,25891301,41,2025-07-05,2025-07-05,39,0,0,0
FMR322720301,19-03-2025,789720,25891301,39,2025-07-05,2025-07-05,39,1,0,0
FMR320321301,19-03-2025,789321,25891301,54,2025-07-05,2025-07-05,54,1,0,0
FMR320201601,19-03-2025,789201,25891301,61,2025-07-05,2025-07-05,61,1,0,0
FMR320503602,19-03-2025,789503,25891301,28,2025-07-05,2025-07-05,28,1,1,1
FMR321503503,19-03-2025,789503,25891301,44,2025-07-05,2025-07-05,44,1,1,1
FMR320221301,19-03-2025,789221,25891301,43,2025-07-05,2025-07-05,34,0,0,0
FMR321221301,19-03-2025,789221,25891301,42,2025-07-05,2025-07-05,42,1,1,1
FMR322522601,19-03-2025,789522,25891301,78,2025-07-05,2025-07-05,78,1,0,0
FMR320702601,19-03-2025,789702,25891301,31,2025-07-05,2025-07-05,29,0,1,0
FMR320520301,19-03-2025,789520,25891301,37,2025-07-05,2025-07-05,30,0,0,0
FMR320220501,19-03-2025,789220,25891301,100,2025-07-05,2025-07-05,95,0,1,0
FMR322220501,19-03-2025,789220,25891301,70,2025-07-05,2025-07-05,70,1,1,1
FMR322403503,19-03-2025,789403,25891301,90,2025-07-05,2025-07-05,90,1,1,1
FMR320603301,19-03-2025,789603,25891301,34,2025-07-05,2025-07-05,34,1,1,1
FMR320401501,19-03-2025,789401,25891102,382,2025-07-05,2025-07-05,382,1,1,1
FMR320402602,19-03-2025,789402,25891102,425,2025-07-05,2025-07-05,425,1,1,1
FMR322402303,19-03-2025,789402,25891102,442,2025-07-05,2025-07-05,442,1,1,1
FMR321221301,19-03-2025,789221,25891102,442,2025-07-05,2025-07-05,442,1,1,1
FMR320521603,19-03-2025,789521,25891102,306,2025-07-05,2025-07-05,291,0,1,0
FMR322521102,19-03-2025,789521,25891102,452,2025-07-05,2025-07-05,452,1,1,1
FMR322520602,19-03-2025,789520,25891102,344,2025-07-05,2025-07-05,310,0,0,0
FMR320422102,19-03-2025,789422,25891102,359,2025-07-05,2025-07-05,359,1,0,0
FMR322503503,19-03-2025,789503,25891102,476,2025-07-05,2025-07-05,476,1,1,1
FMR320720201,19-03-2025,789720,25891102,352,2025-07-05,2025-07-05,352,1,1,1
FMR321501503,19-03-2025,789501,25891102,482,2025-07-05,2025-07-05,482,1,1,1
FMR322103201,19-03-2025,789103,25891102,461,2025-07-05,2025-07-05,415,0,1,0
FMR321421102,19-03-2025,789421,25891102,341,2025-07-05,2025-07-05,324,0,1,0
FMR320903403,19-03-2025,789903,25891102,347,2025-07-05,2025-07-05,330,0,0,0
FMR322903501,19-03-2025,789903,25891102,469,2025-07-05,2025-07-05,375,0,1,0
FMR320703102,19-03-2025,789703,25891102,487,2025-07-05,2025-07-05,487,1,0,0
FMR321220603,19-03-2025,789220,25891102,442,2025-07-05,2025-07-05,442,1,1,1
FMR320101102,19-03-2025,789101,25891102,472,2025-07-05,2025-07-05,472,1,1,1
FMR321101102,19-03-2025,789101,25891102,340,2025-07-05,2025-07-05,272,0,1,0
FMR322102102,19-03-2025,789102,25891102,303,2025-07-05,2025-07-05,303,1,0,0
FMR321603601,19-03-2025,789603,25891102,417,2025-07-05,2025-07-05,417,1,1,1
FMR321102502,19-03-2025,789102,25891502,219,2025-07-05,2025-07-05,219,1,0,0
FMR322122502,19-03-2025,789122,25891502,152,2025-07-05,2025-07-05,137,0,0,0
FMR320622502,19-03-2025,789622,25891502,133,2025-07-05,2025-07-05,126,0,1,0
FMR321622502,19-03-2025,789622,25891502,114,2025-07-05,2025-07-05,103,0,0,0
FMR320220502,19-03-2025,789220,25891502,152,2025-07-05,2025-07-05,152,1,0,0
FMR320202502,19-03-2025,789202,25891502,236,2025-07-05,2025-07-05,236,1,1,1
FMR321202502,19-03-2025,789202,25891502,109,2025-07-05,2025-07-05,109,1,1,1
FMR322621502,19-03-2025,789621,25891502,151,2025-07-05,2025-07-05,143,0,1,0
FMR321902602,19-03-2025,789902,25891502,177,2025-07-05,2025-07-05,177,1,1,1
FMR320503602,19-03-2025,789503,25891502,159,2025-07-05,2025-07-05,159,1,1,1
FMR321401602,19-03-2025,789401,25891502,191,2025-07-05,2025-07-05,191,1,1,1
FMR321702502,19-03-2025,789702,25891502,109,2025-07-05,2025-07-05,109,1,1,1
FMR322221502,19-03-2025,789221,25891502,211,2025-07-05,2025-07-05,190,0,1,0
FMR321321502,19-03-2025,789321,25891502,186,2025-07-05,2025-07-05,186,1,1,1
FMR320601502,19-03-2025,789601,25891502,163,2025-07-05,2025-07-05,147,0,1,0
FMR322601502,19-03-2025,789601,25891502,221,2025-07-05,2025-07-05,199,0,1,0
FMR320403403,19-03-2025,789403,25891403,371,2025-07-05,2025-07-05,371,1,1,1
FMR320321403,19-03-2025,789321,25891403,282,2025-07-05,2025-07-05,282,1,1,1
FMR320903403,19-03-2025,789903,25891403,218,2025-07-05,2025-07-05,218,1,0,0
FMR322201403,19-03-2025,789201,25891403,410,2025-07-05,2025-07-05,410,1,1,1
FMR321703603,19-03-2025,789703,25891403,344,2025-07-05,2025-07-05,344,1,1,1
FMR320503602,19-03-2025,789503,25891403,220,2025-07-05,2025-07-05,220,1,1,1
FMR322503503,19-03-2025,789503,25891403,431,2025-07-05,2025-07-05,431,1,1,1
FMR321122403,19-03-2025,789122,25891403,389,2025-07-05,2025-07-05,311,0,0,0
FMR322102603,19-03-2025,789102,25891403,407,2025-07-05,2025-07-05,387,0,1,0
FMR322720501,19-03-2025,789720,25891403,498,2025-07-05,2025-07-05,498,1,1,1
FMR321521403,19-03-2025,789521,25891403,390,2025-07-05,2025-07-05,312,0,0,0
FMR321121602,19-03-2025,789121,25891403,240,2025-07-05,2025-07-05,240,1,0,0
FMR321301403,19-03-2025,789301,25891403,394,2025-07-05,2025-07-05,394,1,1,1
FMR320103403,19-03-2025,789103,25891403,395,2025-07-05,2025-07-05,395,1,1,1
FMR321103403,19-03-2025,789103,25891403,220,2025-07-05,2025-07-05,220,1,0,0
FMR322403503,19-03-2025,789403,25891503,114,2025-07-05,2025-07-05,114,1,1,1
FMR321503503,19-03-2025,789503,25891503,218,2025-07-05,2025-07-05,218,1,1,1
FMR322503503,19-03-2025,789503,25891503,147,2025-07-05,2025-07-05,147,1,1,1
FMR321321503,19-03-2025,789321,25891503,117,2025-07-05,2025-07-05,117,1,0,0
FMR322321602,19-03-2025,789321,25891503,120,2025-07-05,2025-07-05,120,1,1,1
FMR321401602,19-03-2025,789401,25891503,226,2025-07-05,2025-07-05,226,1,1,1
FMR322703601,19-03-2025,789703,25891503,147,2025-07-05,2025-07-05,147,1,1,1
FMR321501503,19-03-2025,789501,25891503,186,2025-07-05,2025-07-05,177,0,1,0
FMR320102601,19-03-2025,789102,25891503,112,2025-07-05,2025-07-05,112,1,1,1
FMR321102602,19-03-2025,789102,25891503,200,2025-07-05,2025-07-05,200,1,1,1
FMR320721602,19-03-2025,789721,25891503,153,2025-07-05,2025-07-05,153,1,1,1
FMR320320503,19-03-2025,789320,25891503,192,2025-07-05,2025-07-05,192,1,1,1
FMR321520503,19-03-2025,789520,25891503,169,2025-07-05,2025-07-05,169,1,0,0
FMR322101503,19-03-2025,789101,25891503,178,2025-07-05,2025-07-05,169,0,1,0
FMR322522503,19-03-2025,789522,25891503,201,2025-07-05,2025-07-05,201,1,0,0
FMR321402503,19-03-2025,789402,25891503,162,2025-07-05,2025-07-05,162,1,1,1
FMR321621503,19-03-2025,789621,25891503,237,2025-07-05,2025-07-05,237,1,1,1
FMR320122503,19-03-2025,789122,25891503,172,2025-07-05,2025-07-05,155,0,0,0
FMR320403603,19-03-2025,789403,25891103,409,2025-07-05,2025-07-05,409,1,1,1
FMR322702103,19-03-2025,789702,25891103,351,2025-07-05,2025-07-05,316,0,0,0
FMR320320503,19-03-2025,789320,25891103,424,2025-07-05,2025-07-05,424,1,1,1
FMR322303602,19-03-2025,789303,25891103,484,2025-07-05,2025-07-05,484,1,1,1
FMR322621502,19-03-2025,789621,25891103,363,2025-07-05,2025-07-05,363,1,1,1
FMR321501503,19-03-2025,789501,25891103,467,2025-07-05,2025-07-05,467,1,1,1
FMR320720201,19-03-2025,789720,25891103,358,2025-07-05,2025-07-05,358,1,1,1
FMR320221402,19-03-2025,789221,25891103,388,2025-07-05,2025-07-05,388,1,1,1
FMR321522103,19-03-2025,789522,25891103,353,2025-07-05,2025-07-05,353,1,1,1
FMR320503103,19-03-2025,789503,25891103,360,2025-07-05,2025-07-05,360,1,0,0
FMR321622103,19-03-2025,789622,25891103,449,2025-07-05,2025-07-05,449,1,0,0
FMR322220501,19-03-2025,789220,25891103,389,2025-07-05,2025-07-05,389,1,1,1
FMR322122601,19-03-2025,789122,25891103,339,2025-07-05,2025-07-05,271,0,1,0
FMR320101103,19-03-2025,789101,25891103,377,2025-07-05,2025-07-05,377,1,1,1
FMR321101402,19-03-2025,789101,25891103,332,2025-07-05,2025-07-05,332,1,1,1
FMR322101503,19-03-2025,789101,25891103,333,2025-07-05,2025-07-05,333,1,1,1
FMR321401602,19-03-2025,789401,25891103,410,2025-08-05,2025-07-05,390,0,1,0
FMR321301602,19-03-2025,789301,25891103,335,2025-08-05,2025-07-05,301,0,1,0
FMR320902402,19-03-2025,789902,25891103,337,2025-08-05,2025-07-05,337,1,1,1
FMR320102601,19-03-2025,789102,25891103,496,2025-08-05,2025-07-05,496,1,1,1
FMR321721103,19-03-2025,789721,25891103,328,2025-08-05,2025-07-05,295,0,1,0
FMR322422103,19-03-2025,789422,25891103,406,2025-08-05,2025-07-05,365,0,0,0
FMR322703601,19-03-2025,789703,25891601,90,2025-08-05,2025-07-05,90,1,1,1
FMR320522601,19-03-2025,789522,25891601,185,2025-08-05,2025-07-05,185,1,0,0
FMR322522601,19-03-2025,789522,25891601,83,2025-08-05,2025-07-05,75,0,0,0
FMR320601601,19-03-2025,789601,25891601,63,2025-08-05,2025-07-05,63,1,0,0
FMR320702601,19-03-2025,789702,25891601,124,2025-08-05,2025-07-05,124,1,1,1
FMR322521601,19-03-2025,789521,25891601,173,2025-08-05,2025-07-05,138,0,0,0
FMR322402601,19-03-2025,789402,25891601,190,2025-08-05,2025-07-05,190,1,1,1
FMR321103601,19-03-2025,789103,25891601,94,2025-08-05,2025-07-05,75,0,1,0
FMR320201601,19-03-2025,789201,25891601,120,2025-08-05,2025-07-05,120,1,0,0
FMR320521203,19-03-2025,789521,25891203,465,2025-08-05,2025-07-05,419,0,0,0
FMR320303601,19-03-2025,789303,25891601,114,2025-08-05,2025-07-05,114,1,1,1
FMR322720601,19-03-2025,789720,25891601,62,2025-08-05,2025-07-05,56,0,0,0
FMR321122601,19-03-2025,789122,25891601,133,2025-08-05,2025-07-05,133,1,0,0
FMR322122601,19-03-2025,789122,25891601,200,2025-08-05,2025-07-05,190,0,1,0
FMR321603601,19-03-2025,789603,25891601,119,2025-08-05,2025-07-05,119,1,1,1
FMR321903601,19-03-2025,789903,25891601,196,2025-08-05,2025-07-05,196,1,1,1
FMR322421601,19-03-2025,789421,25891601,79,2025-08-05,2025-07-05,75,0,0,0
FMR322401602,19-03-2025,789401,25891601,122,2025-08-05,2025-07-05,122,1,1,1
FMR320102601,19-03-2025,789102,25891601,118,2025-08-05,2025-07-05,118,1,1,1
FMR322203601,19-03-2025,789203,25891601,84,2025-08-05,2025-07-05,84,1,1,1
FMR321501402,19-03-2025,789501,25891402,325,2025-08-05,2025-07-05,309,0,0,0
FMR320401501,19-03-2025,789401,25891402,333,2025-08-05,2025-07-05,333,1,1,1
FMR320303601,19-03-2025,789303,25891402,215,2025-05-03,2025-08-03,172,0,1,0
FMR321303402,19-03-2025,789303,25891402,444,2025-05-03,2025-08-03,444,1,1,1
FMR321720402,19-03-2025,789720,25891402,364,2025-05-03,2025-08-03,364,1,1,1
FMR322720501,19-03-2025,789720,25891402,495,2025-05-03,2025-08-03,495,1,1,1
FMR321301602,19-03-2025,789301,25891402,424,2025-05-03,2025-08-03,424,1,1,1
FMR321721402,19-03-2025,789721,25891402,361,2025-05-03,2025-08-03,361,1,1,1
FMR322601402,19-03-2025,789601,25891402,393,2025-05-03,2025-08-03,373,0,1,0
FMR320902402,19-03-2025,789902,25891402,207,2025-05-03,2025-08-03,207,1,1,1
FMR322521402,19-03-2025,789521,25891402,285,2025-05-03,2025-08-03,257,0,1,0
FMR321101402,19-03-2025,789101,25891402,240,2025-05-03,2025-08-03,240,1,1,1
FMR320122501,19-03-2025,789122,25891402,330,2025-05-03,2025-08-03,330,1,0,0
FMR321121402,19-03-2025,789121,25891402,229,2025-05-03,2025-08-03,183,0,0,0
FMR320221402,19-03-2025,789221,25891402,292,2025-05-03,2025-08-03,263,0,1,0
FMR322102603,19-03-2025,789102,25891402,212,2025-05-03,2025-08-03,212,1,1,1
FMR321202502,19-03-2025,789202,25891402,211,2025-05-03,2025-08-03,211,1,1,1
FMR322202603,19-03-2025,789202,25891402,244,2025-05-03,2025-08-03,244,1,1,1
FMR320122302,19-03-2025,789122,25891201,132,2025-06-03,2025-08-03,132,1,1,1
FMR320601502,19-03-2025,789601,25891201,432,2025-06-03,2025-08-03,410,0,1,0
FMR321301201,19-03-2025,789301,25891201,137,2025-06-03,2025-08-03,110,0,0,0
FMR321521603,19-03-2025,789521,25891201,391,2025-06-03,2025-08-03,371,0,0,0
FMR321401201,19-03-2025,789401,25891201,168,2025-06-03,2025-08-03,151,0,0,0
FMR320421201,19-03-2025,789421,25891201,396,2025-06-03,2025-08-03,317,0,0,0
FMR321721402,19-03-2025,789721,25891201,405,2025-06-03,2025-08-03,385,0,1,0
FMR322103201,19-03-2025,789103,25891201,216,2025-06-03,2025-08-03,216,1,1,1
FMR321503201,19-03-2025,789503,25891201,298,2025-06-03,2025-08-03,298,1,1,1
FMR322703201,19-03-2025,789703,25891201,372,2025-06-03,2025-08-03,372,1,0,0
FMR322501201,19-03-2025,789501,25891201,243,2025-06-03,2025-08-03,243,1,0,0
FMR320220501,19-03-2025,789220,25891201,445,2025-06-03,2025-08-03,445,1,1,1
FMR322903201,19-03-2025,789903,25891201,288,2025-06-03,2025-08-03,274,0,0,0
FMR320720201,19-03-2025,789720,25891201,496,2025-06-03,2025-08-03,496,1,1,1
FMR320622502,19-03-2025,789622,25891201,433,2025-06-03,2025-08-03,433,1,1,1
FMR321321502,19-03-2025,789321,25891501,133,2025-06-03,2025-08-03,120,0,1,0
FMR322702603,19-03-2025,789702,25891501,218,2025-06-03,2025-08-03,207,0,1,0
FMR322203601,19-03-2025,789203,25891501,236,2025-06-03,2025-08-03,212,0,1,0
FMR321603601,19-03-2025,789603,25891501,242,2025-06-03,2025-08-03,242,1,1,1
FMR320401501,19-03-2025,789401,25891501,105,2025-06-03,2025-08-03,84,0,1,0
FMR321401602,19-03-2025,789401,25891501,195,2025-06-03,2025-08-03,195,1,1,1
FMR320621603,19-03-2025,789621,25891501,104,2025-06-03,2025-08-03,94,0,1,0
FMR322903501,19-03-2025,789903,25891501,149,2025-06-03,2025-08-03,142,0,1,0
FMR322320603,19-03-2025,789320,25891501,196,2025-06-03,2025-08-03,196,1,0,0
FMR320122501,19-03-2025,789122,25891501,203,2025-06-03,2025-08-03,203,1,0,0
FMR322122502,19-03-2025,789122,25891501,233,2025-06-03,2025-08-03,221,0,0,0
FMR322521501,19-03-2025,789521,25891501,214,2025-07-03,2025-08-03,214,1,0,0
FMR320421501,19-03-2025,789421,25891501,177,2025-07-03,2025-08-03,177,1,0,0
FMR320220501,19-03-2025,789220,25891501,210,2025-07-03,2025-08-03,210,1,1,1
FMR322220501,19-03-2025,789220,25891501,197,2025-07-03,2025-08-03,197,1,1,1
FMR320202502,19-03-2025,789202,25891501,208,2025-07-03,2025-08-03,208,1,1,1
FMR322202603,19-03-2025,789202,25891501,234,2025-07-03,2025-08-03,234,1,1,1
FMR322720501,19-03-2025,789720,25891501,130,2025-07-03,2025-08-03,130,1,1,1
FMR321301602,19-03-2025,789301,25891501,213,2025-07-03,2025-08-03,213,1,1,1
FMR322301603,19-03-2025,789301,25891501,187,2025-07-03,2025-08-03,187,1,1,1
FMR320503602,19-03-2025,789503,25891602,200,2025-07-03,2025-08-03,160,0,1,0
FMR321301602,19-03-2025,789301,25891602,54,2025-07-03,2025-08-03,54,1,1,1
FMR322301603,19-03-2025,789301,25891602,171,2025-07-03,2025-08-03,154,0,1,0
FMR322303602,19-03-2025,789303,25891602,189,2025-07-03,2025-08-03,189,1,1,1
FMR321102602,19-03-2025,789102,25891602,164,2025-07-03,2025-08-03,164,1,1,1
FMR321401602,19-03-2025,789401,25891602,165,2025-07-03,2025-08-03,165,1,1,1
FMR322401602,19-03-2025,789401,25891602,121,2025-07-03,2025-08-03,109,0,1,0
FMR320521602,19-03-2025,789521,25891602,80,2025-07-03,2025-08-03,72,0,0,0
FMR321703603,19-03-2025,789703,25891602,164,2025-07-03,2025-08-03,164,1,1,1
FMR320321602,19-03-2025,789321,25891602,190,2025-07-03,2025-08-03,190,1,1,1
FMR322321602,19-03-2025,789321,25891602,93,2025-07-03,2025-08-03,93,1,1,1
FMR320402602,19-03-2025,789402,25891602,70,2025-07-03,2025-08-03,63,0,1,0
FMR321903602,19-03-2025,789903,25891602,96,2025-07-03,2025-08-03,96,1,1,1
FMR320201602,19-03-2025,789201,25891602,66,2025-07-03,2025-08-03,66,1,1,1
FMR321201602,19-03-2025,789201,25891602,105,2025-07-03,2025-08-03,95,0,0,0
FMR321320602,19-03-2025,789320,25891602,179,2025-07-03,2025-08-03,179,1,0,0
FMR320520602,19-03-2025,789520,25891602,65,2025-07-03,2025-08-03,62,0,1,0
FMR322520602,19-03-2025,789520,25891602,125,2025-07-03,2025-08-03,119,0,0,0
FMR321121602,19-03-2025,789121,25891602,54,2025-07-03,2025-08-03,54,1,0,0
FMR321902602,19-03-2025,789902,25891602,196,2025-07-03,2025-08-03,196,1,1,1
FMR320721602,19-03-2025,789721,25891602,162,2025-07-03,2025-08-03,162,1,1,1
FMR322721602,19-03-2025,789721,25891602,125,2025-07-03,2025-08-03,125,1,1,1
FMR320303101,19-03-2025,789303,25891101,467,2025-07-03,2025-08-03,467,1,0,0
FMR322321101,19-03-2025,789321,25891101,445,2025-07-03,2025-08-03,445,1,0,0
FMR322121101,19-03-2025,789121,25891101,445,2025-07-03,2025-08-03,445,1,0,0
FMR322721602,19-03-2025,789721,25891101,367,2025-07-03,2025-08-03,367,1,1,1
FMR320903403,19-03-2025,789903,25891101,410,2025-07-03,2025-08-03,390,0,0,0
FMR320320503,19-03-2025,789320,25891101,363,2025-07-03,2025-08-03,363,1,1,1
FMR321320101,19-03-2025,789320,25891101,402,2025-07-03,2025-08-03,402,1,1,1
FMR322720501,19-03-2025,789720,25891101,322,2025-07-03,2025-08-03,322,1,1,1
FMR322702603,19-03-2025,789702,25891101,407,2025-07-03,2025-08-03,387,0,1,0
FMR322421101,19-03-2025,789421,25891101,477,2025-07-03,2025-08-03,453,0,1,0
FMR321601303,19-03-2025,789601,25891101,345,2025-07-03,2025-08-03,276,0,1,0
FMR320202502,19-03-2025,789202,25891101,335,2025-07-03,2025-08-03,335,1,1,1
FMR322403503,19-03-2025,789403,25891101,484,2025-07-03,2025-08-03,484,1,1,1
FMR321401602,19-03-2025,789401,25891101,302,2025-07-03,2025-08-03,242,0,1,0
FMR322503101,19-03-2025,789503,25891101,448,2025-07-03,2025-08-03,448,1,0,0
FMR320520101,19-03-2025,789520,25891101,497,2025-08-03,2025-08-03,472,0,0,0
FMR322422103,19-03-2025,789422,25891101,424,2025-08-03,2025-08-03,424,1,0,0
FMR320402602,19-03-2025,789402,25891101,469,2025-08-03,2025-08-03,375,0,1,0
FMR322402303,19-03-2025,789402,25891101,379,2025-08-03,2025-08-03,379,1,1,1
FMR322603401,19-03-2025,789603,25891401,202,2025-08-03,2025-08-03,202,1,1,1
FMR320402602,19-03-2025,789402,25891401,202,2025-08-03,2025-08-03,192,0,1,0
FMR321621503,19-03-2025,789621,25891401,373,2025-08-03,2025-08-03,373,1,1,1
FMR321520401,19-03-2025,789520,25891401,368,2025-08-03,2025-08-03,331,0,1,0
FMR320702601,19-03-2025,789702,25891401,285,2025-08-03,2025-08-03,285,1,1,1
FMR322703601,19-03-2025,789703,25891401,426,2025-08-03,2025-08-03,426,1,1,1
FMR320522401,19-03-2025,789522,25891401,408,2025-08-03,2025-08-03,408,1,0,0
FMR321721402,19-03-2025,789721,25891401,400,2025-08-03,2025-08-03,400,1,1,1
FMR320401501,19-03-2025,789401,25891401,450,2025-08-03,2025-08-03,450,1,1,1
FMR321720402,19-03-2025,789720,25891401,280,2025-08-03,2025-08-03,280,1,1,1
FMR321103401,19-03-2025,789103,25891401,484,2025-08-03,2025-08-03,484,1,0,0
FMR322420401,19-03-2025,789420,25891401,212,2025-08-03,2025-08-03,212,1,1,1
FMR321521403,19-03-2025,789521,25891401,494,2025-08-03,2025-08-03,494,1,0,0
FMR321220603,19-03-2025,789220,25891401,311,2025-08-03,2025-08-03,311,1,1,1
FMR322220401,19-03-2025,789220,25891401,401,2025-08-03,2025-08-03,401,1,1,1
FMR320221402,19-03-2025,789221,25891401,340,2025-08-03,2025-08-03,306,0,1,0
FMR322221401,19-03-2025,789221,25891401,230,2025-08-03,2025-08-03,230,1,0,0
FMR322102603,19-03-2025,789102,25891603,112,2025-08-03,2025-08-03,112,1,1,1
FMR322520603,19-03-2025,789520,25891603,70,2025-08-03,2025-08-03,70,1,1,1
FMR321501603,19-03-2025,789501,25891603,72,2025-08-03,2025-08-03,68,0,0,0
FMR321220603,19-03-2025,789220,25891603,90,2025-08-03,2025-08-03,90,1,1,1
FMR322320603,19-03-2025,789320,25891603,144,2025-08-03,2025-08-03,144,1,0,0
FMR321720603,19-03-2025,789720,25891603,151,2025-08-03,2025-08-03,151,1,1,1
FMR320403603,19-03-2025,789403,25891603,172,2025-08-03,2025-08-03,172,1,1,1
FMR321403603,19-03-2025,789403,25891603,169,2025-08-03,2025-08-03,169,1,1,1
FMR320420603,19-03-2025,789420,25891603,198,2025-08-03,2025-08-03,198,1,0,0
FMR320521603,19-03-2025,789521,25891603,191,2025-08-03,2025-08-03,172,0,1,0
FMR321521603,19-03-2025,789521,25891603,53,2025-08-03,2025-08-03,53,1,0,0
FMR321422603,19-03-2025,789422,25891603,172,2025-08-03,2025-08-03,172,1,1,1
FMR322422603,19-03-2025,789422,25891603,103,2025-08-03,2025-08-03,103,1,0,0
FMR321703603,19-03-2025,789703,25891603,105,2025-08-03,2025-08-03,105,1,1,1
FMR322703603,19-03-2025,789703,25891603,148,2025-08-03,2025-08-03,118,0,0,0
FMR322301603,19-03-2025,789301,25891603,84,2025-08-03,2025-08-03,84,1,1,1
FMR322702603,19-03-2025,789702,25891603,170,2025-08-03,2025-08-03,153,0,1,0
FMR320203603,19-03-2025,789203,25891603,147,2025-08-03,2025-08-03,147,1,1,1
FMR320103603,19-03-2025,789103,25891603,57,2025-08-03,2025-08-03,54,0,0,0
FMR322202603,19-03-2025,789202,25891603,61,2025-08-03,2025-08-03,61,1,1,1
FMR320621603,19-03-2025,789621,25891603,103,2025-08-03,2025-08-03,103,1,1,1
FMR321102602,19-03-2025,789102,25891202,280,2025-08-03,2025-08-03,280,1,1,1
FMR322903501,19-03-2025,789903,25891202,292,2025-08-03,2025-08-03,292,1,1,1
FMR322403503,19-03-2025,789403,25891202,338,2025-08-03,2025-08-03,304,0,1,0
FMR321301602,19-03-2025,789301,25891202,259,2025-08-03,2025-08-03,259,1,1,1
FMR322703601,19-03-2025,789703,25891202,365,2025-08-03,2025-08-03,365,1,1,1
FMR322421303,19-03-2025,789421,25891202,457,2025-08-03,2025-08-03,457,1,0,0
FMR322421303,19-03-2025,789421,25891303,100,2025-08-03,2025-08-03,95,0,0,0
FMR322520602,19-03-2025,789520,25891303,69,2025-08-03,2025-08-03,69,1,0,0
FMR321320303,19-03-2025,789320,25891303,34,2025-08-03,2025-08-03,34,1,1,1
FMR320503602,19-03-2025,789503,25891303,76,2025-08-03,2025-08-03,76,1,1,1
FMR322403503,19-03-2025,789403,25891303,63,2025-08-03,2025-08-03,63,1,1,1
FMR321121303,19-03-2025,789121,25891303,93,2025-08-03,2025-08-03,93,1,1,1
FMR322121303,19-03-2025,789121,25891303,41,2025-08-03,2025-08-03,39,0,0,0
FMR320220501,19-03-2025,789220,25891303,32,2025-08-03,2025-08-03,32,1,1,1
FMR321402303,19-03-2025,789402,25891303,64,2025-08-03,2025-08-03,64,1,0,0
FMR322402303,19-03-2025,789402,25891303,98,2025-08-03,2025-08-03,98,1,1,1
FMR320521303,19-03-2025,789521,25891303,67,2025-08-03,2025-08-03,67,1,0,0
FMR322521501,19-03-2025,789521,25891303,39,2025-08-03,2025-08-03,39,1,0,0
FMR320421202,19-03-2025,789421,25891202,165,2025-08-03,2025-08-03,132,0,1,0
FMR321703603,19-03-2025,789703,25891303,93,2025-08-03,2025-08-03,93,1,1,1
FMR320603301,19-03-2025,789603,25891202,443,2025-08-03,2025-08-03,443,1,1,1
FMR321303402,19-03-2025,789303,25891202,429,2025-08-03,2025-08-03,429,1,1,1
FMR320220501,19-03-2025,789220,25891202,117,2025-08-03,2025-08-03,117,1,1,1
FMR321520202,19-03-2025,789520,25891202,462,2025-08-03,2025-08-03,462,1,0,0
FMR322720501,19-03-2025,789720,25891202,156,2025-08-03,2025-08-03,140,0,1,0
FMR320321403,19-03-2025,789321,25891202,126,2025-08-03,2025-08-03,120,0,1,0
FMR321321502,19-03-2025,789321,25891202,272,2025-08-03,2025-08-03,272,1,1,1
