Fact_Summary,,,,,,,,,,,,,,,,,,,,
order_id,order_placement_date,customer_id,product_id,product_name,category,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,Year,Month,Day,Day Name,Month Name,Week of Year,Weekend,total_amount
FMR37303603,2025-04-03,789303,25891103,AM Milk 100,Dairy,461,2025-02-04,2025-02-04,461,1,1,1,2025,4,3,Thursday,April,14,FALSE,917.39
FMR35402402,2025-04-03,789402,25891103,AM Milk 100,Dairy,317,2025-02-04,2025-02-04,317,1,1,1,2025,4,3,Thursday,April,14,FALSE,630.83
FMR36402603,2025-04-03,789402,25891103,AM Milk 100,Dairy,333,2025-02-04,2025-02-04,316,0,1,0,2025,4,3,Thursday,April,14,FALSE,662.67
FMR36121503,2025-04-03,789121,25891103,AM Milk 100,Dairy,327,2025-02-04,2025-02-04,327,1,1,1,2025,4,3,Thursday,April,14,FALSE,650.73
FMR35503402,2025-04-03,789503,25891103,AM Milk 100,Dairy,476,2025-02-04,2025-02-04,476,1,1,1,2025,4,3,Thursday,April,14,FALSE,947.24
FMR35622402,2025-04-03,789622,25891103,AM Milk 100,Dairy,480,2025-02-04,2025-02-04,480,1,1,1,2025,4,3,Thursday,April,14,FALSE,955.2
FMR36622502,2025-04-03,789622,25891103,AM Milk 100,Dairy,443,2025-02-04,2025-02-04,421,0,1,0,2025,4,3,Thursday,April,14,FALSE,881.57
FMR36101501,2025-04-03,789101,25891103,AM Milk 100,Dairy,329,2025-02-04,2025-02-04,329,1,1,1,2025,4,3,Thursday,April,14,FALSE,654.71
FMR37101603,2025-04-03,789101,25891103,AM Milk 100,Dairy,358,2025-02-04,2025-02-04,358,1,1,1,2025,4,3,Thursday,April,14,FALSE,712.42
FMR36301202,2025-04-03,789301,25891103,AM Milk 100,Dairy,378,2025-02-04,2025-02-04,378,1,0,0,2025,4,3,Thursday,April,14,FALSE,752.22
FMR37301603,2025-04-03,789301,25891103,AM Milk 100,Dairy,475,2025-02-04,2025-02-04,475,1,1,1,2025,4,3,Thursday,April,14,FALSE,945.25
FMR37721103,2025-04-03,789721,25891103,AM Milk 100,Dairy,436,2025-02-04,2025-02-04,436,1,0,0,2025,4,3,Thursday,April,14,FALSE,867.64
FMR37420402,2025-04-03,789420,25891103,AM Milk 100,Dairy,469,2025-03-04,2025-02-04,375,0,0,0,2025,4,3,Thursday,April,14,FALSE,933.31
FMR36221601,2025-04-03,789221,25891601,AM Tea 500,beverages,197,2025-03-04,2025-02-04,197,1,0,0,2025,4,3,Thursday,April,14,FALSE,1379.0
FMR35703601,2025-04-03,789703,25891601,AM Tea 500,beverages,55,2025-03-04,2025-02-04,55,1,1,1,2025,4,3,Thursday,April,14,FALSE,385.0
FMR36522602,2025-04-03,789522,25891601,AM Tea 500,beverages,112,2025-03-04,2025-02-04,112,1,1,1,2025,4,3,Thursday,April,14,FALSE,784.0
FMR36202601,2025-04-03,789202,25891601,AM Tea 500,beverages,165,2025-03-04,2025-02-04,165,1,1,1,2025,4,3,Thursday,April,14,FALSE,1155.0
FMR35403602,2025-04-03,789403,25891601,AM Tea 500,beverages,59,2025-03-04,2025-02-04,59,1,1,1,2025,4,3,Thursday,April,14,FALSE,413.0
FMR37521601,2025-04-03,789521,25891601,AM Tea 500,beverages,78,2025-03-04,2025-02-04,78,1,0,0,2025,4,3,Thursday,April,14,FALSE,546.0
FMR36402601,2025-04-03,789402,25891601,AM Tea 500,beverages,99,2025-03-04,2025-02-04,99,1,0,0,2025,4,3,Thursday,April,14,FALSE,693.0
FMR36103603,2025-04-03,789103,25891601,AM Tea 500,beverages,156,2025-03-04,2025-02-04,140,0,1,0,2025,4,3,Thursday,April,14,FALSE,1092.0
FMR35721601,2025-04-03,789721,25891601,AM Tea 500,beverages,138,2025-03-04,2025-02-04,138,1,1,1,2025,4,3,Thursday,April,14,FALSE,966.0
FMR35101603,2025-04-03,789101,25891601,AM Tea 500,beverages,115,2025-03-04,2025-02-04,115,1,1,1,2025,4,3,Thursday,April,14,FALSE,805.0
FMR37320601,2025-04-03,789320,25891601,AM Tea 500,beverages,90,2025-03-04,2025-02-04,90,1,1,1,2025,4,3,Thursday,April,14,FALSE,630.0
FMR36422601,2025-04-03,789422,25891601,AM Tea 500,beverages,144,2025-03-04,2025-02-04,144,1,1,1,2025,4,3,Thursday,April,14,FALSE,1008.0
FMR36220601,2025-04-03,789220,25891601,AM Tea 500,beverages,186,2025-03-04,2025-02-04,177,0,1,0,2025,4,3,Thursday,April,14,FALSE,1302.0
FMR35122601,2025-04-03,789122,25891601,AM Tea 500,beverages,148,2025-03-04,2025-02-04,141,0,0,0,2025,4,3,Thursday,April,14,FALSE,1036.0
FMR37301603,2025-04-03,789301,25891601,AM Tea 500,beverages,200,2025-03-30,2025-02-04,160,0,1,0,2025,4,3,Thursday,April,14,FALSE,1400.0
FMR35321601,2025-04-03,789321,25891601,AM Tea 500,beverages,83,2025-03-30,2025-02-04,79,0,1,0,2025,4,3,Thursday,April,14,FALSE,581.0
FMR35621603,2025-04-03,789621,25891601,AM Tea 500,beverages,192,2025-03-30,2025-02-04,192,1,1,1,2025,4,3,Thursday,April,14,FALSE,1344.0
FMR35420601,2025-04-03,789420,25891601,AM Tea 500,beverages,131,2025-03-30,2025-02-04,131,1,1,1,2025,4,3,Thursday,April,14,FALSE,917.0
FMR36501601,2025-04-03,789501,25891601,AM Tea 500,beverages,62,2025-03-30,2025-02-04,62,1,1,1,2025,4,3,Thursday,April,14,FALSE,434.0
FMR35103402,2025-04-03,789103,25891402,AM Curd 100,Dairy,204,2025-03-30,2025-02-04,163,0,0,0,2025,4,3,Thursday,April,14,FALSE,1224.0
FMR35501402,2025-04-03,789501,25891402,AM Curd 100,Dairy,416,2025-03-30,2025-02-04,395,0,1,0,2025,4,3,Thursday,April,14,FALSE,2496.0
FMR35402402,2025-04-03,789402,25891402,AM Curd 100,Dairy,316,2025-03-30,2025-02-04,300,0,1,0,2025,4,3,Thursday,April,14,FALSE,1896.0
FMR37420402,2025-04-03,789420,25891402,AM Curd 100,Dairy,484,2025-03-30,2025-02-04,484,1,0,0,2025,4,3,Thursday,April,14,FALSE,2904.0
FMR35703402,2025-04-03,789703,25891402,AM Curd 100,Dairy,354,2025-03-30,2025-02-04,354,1,1,1,2025,4,3,Thursday,April,14,FALSE,2124.0
FMR35301602,2025-04-03,789301,25891402,AM Curd 100,Dairy,238,2025-03-30,2025-02-04,238,1,1,1,2025,4,3,Thursday,April,14,FALSE,1428.0
FMR36601602,2025-04-03,789601,25891402,AM Curd 100,Dairy,254,2025-03-30,2025-02-04,229,0,1,0,2025,4,3,Thursday,April,14,FALSE,1524.0
FMR35503402,2025-04-03,789503,25891402,AM Curd 100,Dairy,461,2025-03-30,2025-02-04,461,1,1,1,2025,4,3,Thursday,April,14,FALSE,2766.0
FMR37503501,2025-04-03,789503,25891402,AM Curd 100,Dairy,277,2025-03-30,2025-02-04,277,1,1,1,2025,4,3,Thursday,April,14,FALSE,1662.0
FMR36902602,2025-04-03,789902,25891402,AM Curd 100,Dairy,246,2025-03-30,2025-02-04,246,1,1,1,2025,4,3,Thursday,April,14,FALSE,1476.0
FMR37521601,2025-04-03,789521,25891402,AM Curd 100,Dairy,285,2025-03-30,2025-02-04,285,1,0,0,2025,4,3,Thursday,April,14,FALSE,1710.0
FMR35903603,2025-04-03,789903,25891402,AM Curd 100,Dairy,447,2025-03-30,2025-02-04,402,0,1,0,2025,4,3,Thursday,April,14,FALSE,2682.0
FMR35122402,2025-04-03,789122,25891402,AM Curd 100,Dairy,450,2025-03-30,2025-02-04,428,0,0,0,2025,4,3,Thursday,April,14,FALSE,2700.0
FMR37122402,2025-04-03,789122,25891402,AM Curd 100,Dairy,393,2025-03-30,2025-02-04,373,0,0,0,2025,4,3,Thursday,April,14,FALSE,2358.0
FMR35621402,2025-04-03,789621,25891402,AM Curd 100,Dairy,257,2025-03-30,2025-02-04,257,1,1,1,2025,4,3,Thursday,April,14,FALSE,1542.0
FMR35622402,2025-04-03,789622,25891402,AM Curd 100,Dairy,272,2025-03-31,2025-02-04,272,1,1,1,2025,4,3,Thursday,April,14,FALSE,1632.0
FMR37702402,2025-04-03,789702,25891402,AM Curd 100,Dairy,426,2025-03-31,2025-02-04,341,0,1,0,2025,4,3,Thursday,April,14,FALSE,2556.0
FMR35202402,2025-04-03,789202,25891402,AM Curd 100,Dairy,267,2025-03-31,2025-02-04,267,1,1,1,2025,4,3,Thursday,April,14,FALSE,1602.0
FMR37303603,2025-04-03,789303,25891201,AM Butter 100,Dairy,396,2025-03-31,2025-02-04,396,1,1,1,2025,4,3,Thursday,April,14,FALSE,1267.2
FMR36603401,2025-04-03,789603,25891201,AM Butter 100,Dairy,102,2025-03-31,2025-02-04,102,1,1,1,2025,4,3,Thursday,April,14,FALSE,326.40000000000003
FMR35121501,2025-04-03,789121,25891201,AM Butter 100,Dairy,327,2025-03-31,2025-02-04,327,1,0,0,2025,4,3,Thursday,April,14,FALSE,1046.4
FMR35122201,2025-04-03,789122,25891201,AM Butter 100,Dairy,428,2025-03-31,2025-02-04,385,0,1,0,2025,4,3,Thursday,April,14,FALSE,1369.6000000000001
FMR37601501,2025-04-03,789601,25891201,AM Butter 100,Dairy,154,2025-03-31,2025-02-04,146,0,1,0,2025,4,3,Thursday,April,14,FALSE,492.8
FMR36401303,2025-04-03,789401,25891201,AM Butter 100,Dairy,232,2025-03-31,2025-02-04,232,1,0,0,2025,4,3,Thursday,April,14,FALSE,742.4000000000001
FMR37320601,2025-04-03,789320,25891201,AM Butter 100,Dairy,394,2025-03-31,2025-02-04,394,1,1,1,2025,4,3,Thursday,April,14,FALSE,1260.8000000000002
FMR37321201,2025-04-03,789321,25891201,AM Butter 100,Dairy,244,2025-03-31,2025-02-04,232,0,0,0,2025,4,3,Thursday,April,14,FALSE,780.8000000000001
FMR37422201,2025-04-03,789422,25891201,AM Butter 100,Dairy,347,2025-03-31,2025-02-04,347,1,1,1,2025,4,3,Thursday,April,14,FALSE,1110.4
FMR36221303,2025-04-03,789221,25891201,AM Butter 100,Dairy,243,2025-03-31,2025-02-04,219,0,1,0,2025,4,3,Thursday,April,14,FALSE,777.6
FMR35720602,2025-04-03,789720,25891201,AM Butter 100,Dairy,370,2025-03-31,2025-02-04,370,1,1,1,2025,4,3,Thursday,April,14,FALSE,1184.0
FMR35520201,2025-04-03,789520,25891201,AM Butter 100,Dairy,435,2025-03-31,2025-02-04,391,0,0,0,2025,4,3,Thursday,April,14,FALSE,1392.0
FMR36503501,2025-04-03,789503,25891501,AM Biscuits 750,Food,196,2025-03-31,2025-02-04,176,0,1,0,2025,4,3,Thursday,April,14,FALSE,1372.0
FMR37503501,2025-04-03,789503,25891501,AM Biscuits 750,Food,183,2025-03-31,2025-02-04,183,1,1,1,2025,4,3,Thursday,April,14,FALSE,1281.0
FMR36721501,2025-04-03,789721,25891501,AM Biscuits 750,Food,127,2025-03-31,2025-02-04,127,1,1,1,2025,4,3,Thursday,April,14,FALSE,889.0
FMR37321501,2025-04-03,789321,25891501,AM Biscuits 750,Food,225,2025-03-31,2025-02-04,214,0,1,0,2025,4,3,Thursday,April,14,FALSE,1575.0
FMR36902501,2025-04-03,789902,25891501,AM Biscuits 750,Food,228,2025-03-31,2025-02-04,228,1,0,0,2025,4,3,Thursday,April,14,FALSE,1596.0
FMR37702501,2025-04-03,789702,25891501,AM Biscuits 750,Food,209,2025-03-31,2025-02-04,188,0,1,0,2025,4,3,Thursday,April,14,FALSE,1463.0
FMR35601501,2025-04-03,789601,25891501,AM Biscuits 750,Food,115,2025-03-31,2025-02-04,115,1,1,1,2025,4,3,Thursday,April,14,FALSE,805.0
FMR37601501,2025-04-03,789601,25891501,AM Biscuits 750,Food,192,2025-03-31,2025-02-04,173,0,1,0,2025,4,3,Thursday,April,14,FALSE,1344.0
FMR35401501,2025-04-03,789401,25891501,AM Biscuits 750,Food,214,2025-03-31,2025-02-04,214,1,1,1,2025,4,3,Thursday,April,14,FALSE,1498.0
FMR37401602,2025-04-03,789401,25891501,AM Biscuits 750,Food,243,2025-03-31,2025-02-04,219,0,1,0,2025,4,3,Thursday,April,14,FALSE,1701.0
FMR35420602,2025-04-03,789420,25891501,AM Biscuits 750,Food,167,2025-03-31,2025-02-04,167,1,0,0,2025,4,3,Thursday,April,14,FALSE,1169.0
FMR35121501,2025-04-03,789121,25891501,AM Biscuits 750,Food,141,2025-03-31,2025-02-04,141,1,0,0,2025,4,3,Thursday,April,14,FALSE,987.0
FMR35903603,2025-04-03,789903,25891501,AM Biscuits 750,Food,145,2025-03-31,2025-02-04,138,0,1,0,2025,4,3,Thursday,April,14,FALSE,1015.0
FMR37221501,2025-04-03,789221,25891501,AM Biscuits 750,Food,198,2025-03-31,2025-02-04,198,1,1,1,2025,4,3,Thursday,April,14,FALSE,1386.0
FMR36101501,2025-04-03,789101,25891501,AM Biscuits 750,Food,126,2025-03-31,2025-02-04,126,1,1,1,2025,4,3,Thursday,April,14,FALSE,882.0
FMR36103603,2025-04-03,789103,25891501,AM Biscuits 750,Food,177,2025-03-31,2025-02-04,168,0,1,0,2025,4,3,Thursday,April,14,FALSE,1239.0
FMR35421501,2025-04-03,789421,25891501,AM Biscuits 750,Food,165,2025-03-31,2025-02-04,165,1,1,1,2025,4,3,Thursday,April,14,FALSE,1155.0
FMR37202501,2025-04-03,789202,25891501,AM Biscuits 750,Food,227,2025-03-31,2025-02-04,216,0,1,0,2025,4,3,Thursday,April,14,FALSE,1589.0
FMR36720501,2025-04-03,789720,25891501,AM Biscuits 750,Food,123,2025-03-31,2025-02-04,111,0,1,0,2025,4,3,Thursday,April,14,FALSE,861.0
FMR35622501,2025-04-03,789622,25891501,AM Biscuits 750,Food,168,2025-01-05,2025-02-05,168,1,0,0,2025,4,3,Thursday,April,14,FALSE,1176.0
FMR37622501,2025-04-03,789622,25891501,AM Biscuits 750,Food,151,2025-01-05,2025-02-05,151,1,1,1,2025,4,3,Thursday,April,14,FALSE,1057.0
FMR35301602,2025-04-03,789301,25891602,AM Tea 250,beverages,75,2025-01-05,2025-02-05,60,0,1,0,2025,4,3,Thursday,April,14,FALSE,225.0
FMR35720602,2025-04-03,789720,25891602,AM Tea 250,beverages,106,2025-01-05,2025-02-05,106,1,1,1,2025,4,3,Thursday,April,14,FALSE,318.0
FMR36401602,2025-04-03,789401,25891602,AM Tea 250,beverages,50,2025-01-05,2025-02-05,50,1,1,1,2025,4,3,Thursday,April,14,FALSE,150.0
FMR37401602,2025-04-03,789401,25891602,AM Tea 250,beverages,144,2025-01-05,2025-02-05,144,1,1,1,2025,4,3,Thursday,April,14,FALSE,432.0
FMR37521602,2025-04-03,789521,25891602,AM Tea 250,beverages,135,2025-01-05,2025-02-05,108,0,1,0,2025,4,3,Thursday,April,14,FALSE,405.0
FMR37703602,2025-04-03,789703,25891602,AM Tea 250,beverages,158,2025-01-05,2025-02-05,158,1,1,1,2025,4,3,Thursday,April,14,FALSE,474.0
FMR35420602,2025-04-03,789420,25891602,AM Tea 250,beverages,84,2025-01-05,2025-02-05,76,0,0,0,2025,4,3,Thursday,April,14,FALSE,252.0
FMR35203602,2025-04-03,789203,25891602,AM Tea 250,beverages,63,2025-01-05,2025-02-05,63,1,0,0,2025,4,3,Thursday,April,14,FALSE,189.0
FMR35103603,2025-04-03,789103,25891602,AM Tea 250,beverages,177,2025-01-05,2025-02-05,159,0,1,0,2025,4,3,Thursday,April,14,FALSE,531.0
FMR36601602,2025-04-03,789601,25891602,AM Tea 250,beverages,125,2025-01-05,2025-02-05,125,1,1,1,2025,4,3,Thursday,April,14,FALSE,375.0
FMR37201602,2025-04-03,789201,25891602,AM Tea 250,beverages,164,2025-01-05,2025-02-05,164,1,1,1,2025,4,3,Thursday,April,14,FALSE,492.0
FMR36522602,2025-04-03,789522,25891602,AM Tea 250,beverages,66,2025-01-05,2025-02-05,59,0,1,0,2025,4,3,Thursday,April,14,FALSE,198.0
FMR36902602,2025-04-03,789902,25891602,AM Tea 250,beverages,59,2025-01-05,2025-02-05,59,1,1,1,2025,4,3,Thursday,April,14,FALSE,177.0
FMR35403602,2025-04-03,789403,25891602,AM Tea 250,beverages,153,2025-01-05,2025-02-05,138,0,1,0,2025,4,3,Thursday,April,14,FALSE,459.0
FMR36422602,2025-04-03,789422,25891602,AM Tea 250,beverages,144,2025-01-05,2025-02-05,144,1,1,1,2025,4,3,Thursday,April,14,FALSE,432.0
FMR35522401,2025-04-03,789522,25891101,AM Milk 500,Dairy,352,2025-01-05,2025-02-05,352,1,1,1,2025,4,3,Thursday,April,14,FALSE,1056.0
FMR36101501,2025-04-03,789101,25891101,AM Milk 500,Dairy,311,2025-01-05,2025-02-05,311,1,1,1,2025,4,3,Thursday,April,14,FALSE,933.0
FMR35603101,2025-04-03,789603,25891101,AM Milk 500,Dairy,312,2025-01-05,2025-02-05,312,1,0,0,2025,4,3,Thursday,April,14,FALSE,936.0
FMR37603101,2025-04-03,789603,25891101,AM Milk 500,Dairy,453,2025-01-05,2025-02-05,408,0,1,0,2025,4,3,Thursday,April,14,FALSE,1359.0
FMR36903503,2025-04-03,789903,25891101,AM Milk 500,Dairy,462,2025-01-05,2025-02-05,416,0,1,0,2025,4,3,Thursday,April,14,FALSE,1386.0
FMR36702603,2025-04-03,789702,25891101,AM Milk 500,Dairy,311,2025-01-05,2025-02-05,311,1,1,1,2025,4,3,Thursday,April,14,FALSE,933.0
FMR37221303,2025-04-03,789221,25891101,AM Milk 500,Dairy,338,2025-01-05,2025-02-05,321,0,1,0,2025,4,3,Thursday,April,14,FALSE,1014.0
FMR36421101,2025-04-03,789421,25891101,AM Milk 500,Dairy,399,2025-01-05,2025-02-05,379,0,0,0,2025,4,3,Thursday,April,14,FALSE,1197.0
FMR35202503,2025-04-03,789202,25891101,AM Milk 500,Dairy,480,2025-01-05,2025-02-05,480,1,1,1,2025,4,3,Thursday,April,14,FALSE,1440.0
FMR36202601,2025-04-03,789202,25891101,AM Milk 500,Dairy,394,2025-01-05,2025-02-05,394,1,1,1,2025,4,3,Thursday,April,14,FALSE,1182.0
FMR37202101,2025-04-03,789202,25891101,AM Milk 500,Dairy,368,2025-01-05,2025-02-05,368,1,0,0,2025,4,3,Thursday,April,14,FALSE,1104.0
FMR35101603,2025-04-03,789101,25891403,AM Curd 50,Dairy,440,2025-01-05,2025-02-05,418,0,1,0,2025,4,3,Thursday,April,14,FALSE,1760.0
FMR35422202,2025-04-03,789422,25891101,AM Milk 500,Dairy,368,2025-01-05,2025-02-05,368,1,0,0,2025,4,3,Thursday,April,14,FALSE,1104.0
FMR37402603,2025-04-03,789402,25891101,AM Milk 500,Dairy,491,2025-01-05,2025-02-05,491,1,1,1,2025,4,3,Thursday,April,14,FALSE,1473.0
FMR36603401,2025-04-03,789603,25891401,AM Curd 250,Dairy,213,2025-01-05,2025-02-05,213,1,1,1,2025,4,3,Thursday,April,14,FALSE,1914.8700000000001
FMR36902401,2025-04-03,789902,25891401,AM Curd 250,Dairy,298,2025-01-05,2025-02-05,298,1,1,1,2025,4,3,Thursday,April,14,FALSE,2679.02
FMR35622402,2025-04-03,789622,25891401,AM Curd 250,Dairy,364,2025-01-05,2025-02-05,364,1,1,1,2025,4,3,Thursday,April,14,FALSE,3272.36
FMR37503501,2025-04-03,789503,25891401,AM Curd 250,Dairy,482,2025-01-05,2025-02-05,482,1,1,1,2025,4,3,Thursday,April,14,FALSE,4333.18
FMR35202503,2025-04-03,789202,25891401,AM Curd 250,Dairy,378,2025-01-05,2025-02-05,378,1,1,1,2025,4,3,Thursday,April,14,FALSE,3398.2200000000003
FMR37202501,2025-04-03,789202,25891401,AM Curd 250,Dairy,467,2025-01-05,2025-02-05,467,1,1,1,2025,4,3,Thursday,April,14,FALSE,4198.33
FMR37520401,2025-04-03,789520,25891401,AM Curd 250,Dairy,300,2025-01-05,2025-02-05,285,0,0,0,2025,4,3,Thursday,April,14,FALSE,2697.0
FMR35320401,2025-04-03,789320,25891401,AM Curd 250,Dairy,299,2025-01-05,2025-02-05,269,0,1,0,2025,4,3,Thursday,April,14,FALSE,2688.01
FMR36320603,2025-04-03,789320,25891401,AM Curd 250,Dairy,452,2025-01-05,2025-02-05,452,1,1,1,2025,4,3,Thursday,April,14,FALSE,4063.48
FMR36203401,2025-04-03,789203,25891401,AM Curd 250,Dairy,447,2025-01-05,2025-02-05,402,0,1,0,2025,4,3,Thursday,April,14,FALSE,4018.53
FMR35522401,2025-04-03,789522,25891401,AM Curd 250,Dairy,336,2025-01-05,2025-02-05,269,0,1,0,2025,4,3,Thursday,April,14,FALSE,3020.64
FMR36601602,2025-04-03,789601,25891401,AM Curd 250,Dairy,362,2025-01-05,2025-02-05,344,0,1,0,2025,4,3,Thursday,April,14,FALSE,3254.38
FMR36720501,2025-04-03,789720,25891401,AM Curd 250,Dairy,203,2025-02-05,2025-02-05,203,1,1,1,2025,4,3,Thursday,April,14,FALSE,1824.97
FMR37720502,2025-04-03,789720,25891401,AM Curd 250,Dairy,253,2025-02-05,2025-02-05,253,1,1,1,2025,4,3,Thursday,April,14,FALSE,2274.4700000000003
FMR35201401,2025-04-03,789201,25891401,AM Curd 250,Dairy,324,2025-02-05,2025-02-05,324,1,1,1,2025,4,3,Thursday,April,14,FALSE,2912.76
FMR35103603,2025-04-03,789103,25891401,AM Curd 250,Dairy,251,2025-02-05,2025-02-05,238,0,1,0,2025,4,3,Thursday,April,14,FALSE,2256.4900000000002
FMR35521401,2025-04-03,789521,25891401,AM Curd 250,Dairy,204,2025-02-05,2025-02-05,204,1,0,0,2025,4,3,Thursday,April,14,FALSE,1833.96
FMR35220401,2025-04-03,789220,25891401,AM Curd 250,Dairy,263,2025-02-05,2025-02-05,237,0,1,0,2025,4,3,Thursday,April,14,FALSE,2364.37
FMR37220401,2025-04-03,789220,25891401,AM Curd 250,Dairy,363,2025-02-05,2025-02-05,363,1,0,0,2025,4,3,Thursday,April,14,FALSE,3263.37
FMR36321603,2025-04-03,789321,25891401,AM Curd 250,Dairy,439,2025-02-05,2025-02-05,395,0,1,0,2025,4,3,Thursday,April,14,FALSE,3946.61
FMR36403401,2025-04-03,789403,25891401,AM Curd 250,Dairy,257,2025-02-05,2025-02-05,257,1,1,1,2025,4,3,Thursday,April,14,FALSE,2310.43
FMR35102603,2025-04-03,789102,25891603,AM Tea 100,beverages,145,2025-02-05,2025-02-05,145,1,1,1,2025,4,3,Thursday,April,14,FALSE,290.0
FMR36220603,2025-04-03,789220,25891603,AM Tea 100,beverages,116,2025-02-05,2025-02-05,104,0,0,0,2025,4,3,Thursday,April,14,FALSE,232.0
FMR36320603,2025-04-03,789320,25891603,AM Tea 100,beverages,171,2025-02-05,2025-02-05,171,1,1,1,2025,4,3,Thursday,April,14,FALSE,342.0
FMR35101603,2025-04-03,789101,25891603,AM Tea 100,beverages,53,2025-02-05,2025-02-05,53,1,1,1,2025,4,3,Thursday,April,14,FALSE,106.0
FMR37101603,2025-04-03,789101,25891603,AM Tea 100,beverages,67,2025-02-05,2025-02-05,67,1,1,1,2025,4,3,Thursday,April,14,FALSE,134.0
FMR35420603,2025-04-03,789420,25891603,AM Tea 100,beverages,183,2025-02-05,2025-02-05,183,1,0,0,2025,4,3,Thursday,April,14,FALSE,366.0
FMR35522603,2025-04-03,789522,25891603,AM Tea 100,beverages,188,2025-02-05,2025-02-05,188,1,0,0,2025,4,3,Thursday,April,14,FALSE,376.0
FMR35521603,2025-04-03,789521,25891603,AM Tea 100,beverages,128,2025-02-05,2025-02-05,115,0,1,0,2025,4,3,Thursday,April,14,FALSE,256.0
FMR36402603,2025-04-03,789402,25891603,AM Tea 100,beverages,165,2025-02-05,2025-02-05,165,1,1,1,2025,4,3,Thursday,April,14,FALSE,330.0
FMR37402603,2025-04-03,789402,25891603,AM Tea 100,beverages,155,2025-02-05,2025-02-05,155,1,1,1,2025,4,3,Thursday,April,14,FALSE,310.0
FMR35903603,2025-04-03,789903,25891603,AM Tea 100,beverages,174,2025-02-05,2025-02-05,165,0,1,0,2025,4,3,Thursday,April,14,FALSE,348.0
FMR35303603,2025-04-03,789303,25891603,AM Tea 100,beverages,129,2025-02-05,2025-02-05,129,1,1,1,2025,4,3,Thursday,April,14,FALSE,258.0
FMR37303603,2025-04-03,789303,25891603,AM Tea 100,beverages,194,2025-02-05,2025-02-05,194,1,1,1,2025,4,3,Thursday,April,14,FALSE,388.0
FMR37301603,2025-04-03,789301,25891603,AM Tea 100,beverages,95,2025-02-05,2025-02-05,95,1,1,1,2025,4,3,Thursday,April,14,FALSE,190.0
FMR36702603,2025-04-03,789702,25891603,AM Tea 100,beverages,65,2025-02-05,2025-02-05,62,0,1,0,2025,4,3,Thursday,April,14,FALSE,130.0
FMR36321603,2025-04-03,789321,25891603,AM Tea 100,beverages,132,2025-02-05,2025-02-05,106,0,1,0,2025,4,3,Thursday,April,14,FALSE,264.0
FMR35103603,2025-04-03,789103,25891603,AM Tea 100,beverages,82,2025-02-05,2025-02-05,82,1,1,1,2025,4,3,Thursday,April,14,FALSE,164.0
FMR36103603,2025-04-03,789103,25891603,AM Tea 100,beverages,177,2025-02-05,2025-02-05,142,0,1,0,2025,4,3,Thursday,April,14,FALSE,354.0
FMR35621603,2025-04-03,789621,25891603,AM Tea 100,beverages,114,2025-02-05,2025-02-05,114,1,1,1,2025,4,3,Thursday,April,14,FALSE,228.0
FMR36621603,2025-04-03,789621,25891603,AM Tea 100,beverages,78,2025-02-05,2025-02-05,78,1,1,1,2025,4,3,Thursday,April,14,FALSE,156.0
FMR35102603,2025-04-03,789102,25891202,AM Butter 250,Dairy,390,2025-02-05,2025-02-05,351,0,1,0,2025,4,3,Thursday,April,14,FALSE,1560.0
FMR36102503,2025-04-03,789102,25891202,AM Butter 250,Dairy,253,2025-02-05,2025-02-05,253,1,1,1,2025,4,3,Thursday,April,14,FALSE,1012.0
FMR35402402,2025-04-03,789402,25891202,AM Butter 250,Dairy,205,2025-02-05,2025-02-05,205,1,1,1,2025,4,3,Thursday,April,14,FALSE,820.0
FMR36702603,2025-04-03,789702,25891301,AM Cheese 250,Dairy,34,2025-02-05,2025-02-05,32,0,1,0,2025,4,3,Thursday,April,14,FALSE,238.0
FMR36402603,2025-04-03,789402,25891202,AM Butter 250,Dairy,398,2025-02-05,2025-02-05,398,1,1,1,2025,4,3,Thursday,April,14,FALSE,1592.0
FMR36702603,2025-04-03,789702,25891202,AM Butter 250,Dairy,173,2025-02-05,2025-02-05,164,0,1,0,2025,4,3,Thursday,April,14,FALSE,692.0
FMR36622502,2025-04-03,789622,25891202,AM Butter 250,Dairy,382,2025-02-05,2025-02-05,344,0,1,0,2025,4,3,Thursday,April,14,FALSE,1528.0
FMR37902502,2025-04-03,789902,25891202,AM Butter 250,Dairy,204,2025-02-05,2025-02-05,204,1,1,1,2025,4,3,Thursday,April,14,FALSE,816.0
FMR36320603,2025-04-03,789320,25891202,AM Butter 250,Dairy,158,2025-02-05,2025-02-05,158,1,1,1,2025,4,3,Thursday,April,14,FALSE,632.0
FMR35420603,2025-04-03,789420,25891202,AM Butter 250,Dairy,183,2025-02-05,2025-02-05,183,1,0,0,2025,4,3,Thursday,April,14,FALSE,732.0
FMR36301202,2025-04-03,789301,25891202,AM Butter 250,Dairy,333,2025-02-05,2025-02-05,316,0,0,0,2025,4,3,Thursday,April,14,FALSE,1332.0
FMR37301603,2025-04-03,789301,25891202,AM Butter 250,Dairy,269,2025-02-05,2025-02-05,269,1,1,1,2025,4,3,Thursday,April,14,FALSE,1076.0
FMR35422202,2025-04-03,789422,25891202,AM Butter 250,Dairy,453,2025-02-05,2025-02-05,453,1,0,0,2025,4,3,Thursday,April,14,FALSE,1812.0
